timestamp,body_region,pressure_avg,pressure_variation,motor_current,skin_temperature,posture_angle,emg_activity,massage_intensity,session_duration,discomfort_level,reference_stiffness,is_stiff
2026-08-01 09:31:00,Upper_Back,36.83,4.17,0.53,33.31,23.96,0.33,37.06,14.63,5,52.17,0
2026-08-01 09:32:00,Upper_Back,20.35,3.52,0.8,32.74,25.4,0.68,55.15,8.68,2,53.12,0
2026-08-01 09:33:00,Lower_Back,15.43,6.82,0.28,35.48,27.03,0.24,55.21,6.64,5,37.8,0
2026-08-01 09:34:00,Lower_Back,13.46,4.46,0.42,32.97,7.48,0.56,46.74,16.92,0,20.95,0
2026-08-01 09:35:00,Lower_Back,41.33,2.77,0.42,35.47,17.09,0.24,70.17,6.48,5,36.45,0
2026-08-01 09:36:00,Middle_Back,25.29,1.24,0.55,35.43,27.77,0.62,35.9,9.07,5,52.58,0
2026-08-01 09:37:00,Upper_Back,42.61,1.48,0.98,34.88,43.64,0.75,46.92,17.83,2,64.29,0
2026-08-01 09:38:00,Lower_Back,12.94,1.96,0.25,34.48,32.74,0.15,52.26,10.2,6,37.45,0
2026-08-01 09:39:00,Middle_Back,24.19,2.13,0.61,34.23,41.52,0.74,59.82,19.6,1,69.84,0
2026-08-01 09:40:00,Upper_Back,34.28,6.03,0.34,35.1,34.3,0.52,67.04,19.7,2,64.99,0
2026-08-01 09:41:00,Middle_Back,45.58,4.15,0.98,33.37,26.63,0.15,43.69,9.02,2,51.27,0
2026-08-01 09:42:00,Upper_Back,24.34,3.9,0.29,33.9,8.64,0.39,58.76,5.61,2,29.45,0
2026-08-01 09:43:00,Lower_Back,38.17,1.25,0.52,34.36,30.0,0.18,29.04,15.58,3,65.49,0
2026-08-01 09:44:00,Upper_Back,49.87,6.09,0.79,33.73,28.05,0.61,75.96,11.76,6,84.09,1
2026-08-01 09:45:00,Lower_Back,37.71,5.2,0.76,33.78,27.11,0.66,42.98,6.51,3,73.47,1
2026-08-01 09:46:00,Middle_Back,20.48,0.94,0.54,33.49,22.04,0.13,63.77,15.61,3,32.63,0
2026-08-01 09:47:00,Middle_Back,11.1,5.1,0.48,34.19,23.79,0.45,21.22,5.47,2,24.75,0
2026-08-01 09:48:00,Middle_Back,49.15,4.03,0.52,35.05,15.05,0.7,32.31,18.05,1,59.42,0
2026-08-01 09:49:00,Upper_Back,10.96,1.03,0.41,33.1,23.37,0.8,49.22,7.08,2,61.36,0
2026-08-01 09:50:00,Lower_Back,49.36,3.48,0.36,35.3,8.89,0.46,72.7,6.91,0,46.67,0
2026-08-01 09:51:00,Lower_Back,33.8,3.65,0.59,34.57,36.23,0.81,51.64,7.64,1,97.04,1
2026-08-01 09:52:00,Lower_Back,52.26,1.58,0.41,34.97,8.36,0.48,75.79,19.4,3,33.99,0
2026-08-01 09:53:00,Lower_Back,45.95,6.65,0.43,34.17,3.82,0.37,49.03,15.4,7,28.76,0
2026-08-01 09:54:00,Middle_Back,54.91,6.02,0.73,34.84,19.63,0.73,49.43,17.02,5,77.94,1
2026-08-01 09:55:00,Lower_Back,25.78,4.85,0.97,32.55,29.62,0.44,27.18,10.96,5,64.66,0
2026-08-01 09:56:00,Upper_Back,44.52,3.5,0.68,34.96,19.7,0.43,68.16,10.04,6,67.31,0
2026-08-01 09:57:00,Upper_Back,28.09,3.18,0.26,32.62,12.45,0.44,34.82,8.52,7,32.36,0
2026-08-01 09:58:00,Upper_Back,31.59,4.73,0.26,35.17,25.12,0.73,73.98,12.21,4,48.26,0
2026-08-01 09:59:00,Middle_Back,38.24,4.05,0.96,35.48,15.62,0.72,74.65,13.28,6,61.01,0
2026-08-01 10:00:00,Middle_Back,49.32,0.9,0.44,33.38,41.98,0.37,76.6,14.48,1,57.29,0
2026-08-01 10:01:00,Upper_Back,54.28,3.83,0.27,33.13,41.52,0.32,51.21,8.86,3,56.68,0
2026-08-01 10:02:00,Lower_Back,44.57,5.74,0.68,34.8,22.61,0.44,60.63,19.23,1,68.16,0
2026-08-01 10:03:00,Middle_Back,28.8,3.49,0.7,33.26,14.75,0.51,66.71,7.55,1,49.65,0
2026-08-01 10:04:00,Upper_Back,28.96,0.84,0.72,35.1,33.17,0.24,27.86,19.48,5,53.61,0
2026-08-01 10:05:00,Middle_Back,43.19,5.61,0.41,32.81,1.65,0.69,56.06,5.22,2,19.7,0
2026-08-01 10:06:00,Upper_Back,20.74,1.81,0.21,32.88,21.36,0.44,22.06,12.22,0,24.23,0
2026-08-01 10:07:00,Lower_Back,14.97,2.18,0.97,35.44,15.13,0.32,49.85,10.0,4,26.11,0
2026-08-01 10:08:00,Upper_Back,25.96,1.57,0.4,34.52,41.42,0.14,29.29,11.74,3,59.49,0
2026-08-01 10:09:00,Lower_Back,22.93,2.65,0.74,35.04,0.54,0.24,30.98,13.56,1,10.35,0
2026-08-01 10:10:00,Lower_Back,23.33,5.42,0.77,33.47,24.88,0.81,41.9,11.53,4,54.95,0
2026-08-01 10:11:00,Upper_Back,20.51,3.88,0.69,34.53,33.33,0.29,45.95,11.22,1,44.63,0
2026-08-01 10:12:00,Upper_Back,11.89,1.83,0.45,34.28,21.83,0.19,57.39,15.99,7,23.96,0
2026-08-01 10:13:00,Lower_Back,10.8,6.21,0.42,34.31,3.84,0.42,24.47,15.29,5,35.26,0
2026-08-01 10:14:00,Lower_Back,54.45,6.22,0.68,34.55,43.76,0.3,50.22,17.5,0,70.76,1
2026-08-01 10:15:00,Lower_Back,29.25,6.16,0.89,34.23,23.31,0.08,30.96,8.75,5,30.29,0
2026-08-01 10:16:00,Lower_Back,27.29,2.05,0.96,33.79,27.64,0.31,54.44,14.14,4,35.76,0
2026-08-01 10:17:00,Upper_Back,40.58,3.43,0.28,33.33,10.65,0.49,58.24,13.78,3,35.24,0
2026-08-01 10:18:00,Middle_Back,19.82,6.9,0.32,34.81,21.76,0.49,53.4,10.55,1,32.25,0
2026-08-01 10:19:00,Upper_Back,52.75,5.52,0.96,33.18,19.31,0.34,64.3,12.29,0,35.64,0
2026-08-01 10:20:00,Lower_Back,45.39,0.68,0.79,34.58,3.37,0.41,40.14,9.71,7,56.13,0
2026-08-01 10:21:00,Lower_Back,14.02,0.92,0.91,33.2,4.78,0.82,65.91,7.13,5,52.58,0
2026-08-01 10:22:00,Middle_Back,28.79,3.52,0.36,34.38,37.69,0.35,45.97,8.21,7,61.03,0
2026-08-01 10:23:00,Upper_Back,49.56,6.41,0.67,34.74,10.79,0.26,49.05,6.58,4,50.76,0
2026-08-01 10:24:00,Middle_Back,52.51,4.0,0.76,33.16,8.77,0.24,58.89,15.25,5,48.7,0
2026-08-01 10:25:00,Middle_Back,31.03,3.74,0.74,32.68,22.72,0.42,21.1,14.91,1,35.2,0
2026-08-01 10:26:00,Lower_Back,37.6,1.19,0.53,32.89,34.59,0.66,59.24,19.26,1,62.53,0
2026-08-01 10:27:00,Lower_Back,17.52,4.77,0.21,34.32,2.79,0.21,57.12,15.95,7,27.15,0
2026-08-01 10:28:00,Lower_Back,54.6,5.84,0.67,35.05,25.96,0.62,38.59,5.78,3,76.7,1
2026-08-01 10:29:00,Middle_Back,20.43,2.97,0.4,32.63,5.36,0.07,25.15,18.26,0,5.54,0
2026-08-01 10:30:00,Upper_Back,52.42,5.54,0.56,34.7,1.64,0.39,25.46,17.94,2,18.74,0
2026-08-01 10:31:00,Lower_Back,39.23,6.77,0.97,33.52,2.37,0.67,75.39,11.65,5,58.0,0
2026-08-01 10:32:00,Lower_Back,37.35,1.82,0.52,33.94,37.54,0.32,61.36,13.79,1,57.24,0
2026-08-01 10:33:00,Middle_Back,33.07,3.9,0.87,35.29,5.31,0.5,27.63,19.64,4,33.77,0
2026-08-01 10:34:00,Lower_Back,20.38,2.37,0.35,33.5,2.03,0.21,41.4,12.98,5,31.59,0
2026-08-01 10:35:00,Middle_Back,17.94,5.65,0.74,33.9,19.71,0.64,55.55,18.58,3,40.69,0
2026-08-01 10:36:00,Middle_Back,19.92,4.25,0.98,32.54,37.98,0.09,70.13,6.25,3,37.43,0
2026-08-01 10:37:00,Middle_Back,18.39,4.62,0.28,32.74,11.81,0.73,22.62,7.87,1,20.85,0
2026-08-01 10:38:00,Upper_Back,45.08,5.69,0.21,33.28,18.98,0.21,34.2,11.61,1,41.48,0
2026-08-01 10:39:00,Upper_Back,25.76,3.07,0.55,32.58,1.8,0.75,73.38,13.77,7,39.96,0
2026-08-01 10:40:00,Upper_Back,12.6,6.45,0.27,34.39,20.21,0.33,20.55,17.24,1,19.67,0
2026-08-01 10:41:00,Lower_Back,53.61,3.96,0.8,33.78,25.99,0.63,32.08,19.82,7,73.41,1
2026-08-01 10:42:00,Middle_Back,49.77,1.53,0.93,34.14,25.69,0.31,77.54,10.83,6,70.31,1
2026-08-01 10:43:00,Middle_Back,51.75,5.02,0.55,33.02,14.96,0.77,56.8,5.71,2,51.0,0
2026-08-01 10:44:00,Lower_Back,54.77,5.66,0.41,33.39,14.2,0.15,35.7,17.02,1,42.34,0
2026-08-01 10:45:00,Upper_Back,17.83,2.56,0.55,34.49,4.8,0.19,24.02,14.07,5,3.77,0
2026-08-01 10:46:00,Middle_Back,27.83,6.07,0.78,35.4,16.51,0.44,21.69,7.98,5,32.77,0
2026-08-01 10:47:00,Lower_Back,44.12,6.39,0.21,32.65,4.48,0.12,34.68,12.42,7,21.52,0
2026-08-01 10:48:00,Upper_Back,41.32,2.3,0.67,35.17,34.5,0.21,72.89,16.13,6,57.35,0
2026-08-01 10:49:00,Upper_Back,16.93,6.89,0.69,34.23,43.48,0.81,44.95,16.56,6,75.89,1
2026-08-01 10:50:00,Upper_Back,46.71,1.41,0.71,34.19,43.65,0.83,63.22,12.49,0,88.5,1
2026-08-01 10:51:00,Upper_Back,20.1,1.81,0.39,34.0,38.93,0.35,75.1,9.58,4,18.13,0
2026-08-01 10:52:00,Lower_Back,20.07,1.7,0.77,32.71,27.04,0.79,44.48,19.61,1,54.35,0
2026-08-01 10:53:00,Lower_Back,34.16,6.31,0.27,32.77,31.54,0.49,31.48,14.95,7,60.34,0
2026-08-01 10:54:00,Lower_Back,36.68,4.75,0.36,34.3,12.83,0.27,51.03,11.12,5,53.97,0
2026-08-01 10:55:00,Lower_Back,36.1,1.49,0.9,33.52,28.38,0.61,74.49,9.21,6,65.31,0
2026-08-01 10:56:00,Lower_Back,14.12,3.36,0.79,35.25,20.5,0.58,68.26,15.97,5,54.78,0
2026-08-01 10:57:00,Upper_Back,49.49,4.5,0.21,33.72,21.69,0.84,23.95,8.63,5,76.51,1
2026-08-01 10:58:00,Lower_Back,21.95,1.04,0.4,32.93,34.1,0.26,61.55,7.58,6,43.6,0
2026-08-01 10:59:00,Middle_Back,15.83,6.24,0.37,34.64,12.69,0.59,54.31,12.95,2,35.49,0
2026-08-01 11:00:00,Lower_Back,49.99,5.72,0.42,33.38,14.31,0.09,74.45,9.35,6,37.1,0
2026-08-01 11:01:00,Lower_Back,53.0,3.78,0.4,34.08,41.61,0.14,27.35,14.43,6,67.02,0
2026-08-01 11:02:00,Middle_Back,48.8,6.79,0.25,34.59,2.53,0.05,52.04,6.77,4,11.64,0
2026-08-01 11:03:00,Upper_Back,46.43,3.22,0.57,35.2,21.85,0.85,72.77,14.82,7,64.42,0
2026-08-01 11:04:00,Upper_Back,39.49,6.9,0.79,34.88,41.08,0.69,44.6,9.25,7,100.0,1
2026-08-01 11:05:00,Middle_Back,34.79,4.84,0.69,34.53,27.47,0.68,48.92,5.0,6,75.55,1
2026-08-01 11:06:00,Lower_Back,13.91,4.63,0.74,34.54,24.59,0.46,24.23,6.9,3,57.11,0
2026-08-01 11:07:00,Lower_Back,28.38,1.58,0.26,35.34,11.24,0.29,36.69,19.0,7,39.06,0
2026-08-01 11:08:00,Upper_Back,26.77,6.23,0.96,33.39,15.45,0.17,39.47,18.01,7,18.36,0
2026-08-01 11:09:00,Middle_Back,21.69,3.28,0.87,32.5,38.34,0.28,76.71,8.5,7,68.83,0
2026-08-01 11:10:00,Middle_Back,42.55,1.55,0.84,33.32,25.16,0.35,36.96,16.68,6,68.85,0
2026-08-01 11:11:00,Upper_Back,32.31,0.58,0.86,33.15,23.16,0.66,47.65,14.13,5,49.85,0
2026-08-01 11:12:00,Upper_Back,13.65,4.14,0.95,34.49,4.48,0.48,60.28,19.56,1,31.09,0
2026-08-01 11:13:00,Middle_Back,19.91,3.93,0.64,34.4,0.72,0.11,29.73,10.6,5,16.56,0
2026-08-01 11:14:00,Lower_Back,40.75,5.18,0.36,34.28,43.37,0.06,49.19,15.22,4,83.22,1
2026-08-01 11:15:00,Middle_Back,13.43,6.29,0.69,32.55,16.96,0.13,64.31,5.95,3,21.39,0
2026-08-01 11:16:00,Middle_Back,48.3,1.02,0.79,34.69,27.14,0.38,72.01,10.94,6,55.64,0
2026-08-01 11:17:00,Lower_Back,32.28,5.25,0.79,33.47,3.59,0.8,57.58,19.46,2,43.04,0
2026-08-01 11:18:00,Middle_Back,31.63,1.72,0.62,34.5,30.74,0.56,60.14,13.08,0,72.28,1
2026-08-01 11:19:00,Lower_Back,36.66,6.08,0.25,34.17,41.97,0.69,27.58,9.32,6,63.1,0
2026-08-01 11:20:00,Lower_Back,47.11,5.82,0.5,33.53,25.9,0.42,76.75,6.8,1,41.19,0
2026-08-01 11:21:00,Upper_Back,25.65,4.02,0.94,32.9,5.68,0.34,27.95,15.55,0,20.13,0
2026-08-01 11:22:00,Middle_Back,40.51,5.12,0.67,32.78,26.18,0.14,66.48,14.67,2,42.51,0
2026-08-01 11:23:00,Middle_Back,35.46,2.54,0.63,34.99,34.49,0.75,35.89,10.61,4,72.89,1
2026-08-01 11:24:00,Upper_Back,22.02,3.56,0.42,35.26,18.29,0.68,76.02,19.26,4,54.95,0
2026-08-01 11:25:00,Upper_Back,49.54,5.84,0.49,34.45,39.59,0.18,63.2,5.33,2,56.19,0
2026-08-01 11:26:00,Lower_Back,45.88,3.49,0.92,32.81,29.19,0.46,65.23,9.56,5,55.86,0
2026-08-01 11:27:00,Middle_Back,39.63,2.83,0.73,33.71,40.47,0.44,33.14,18.82,2,89.58,1
2026-08-01 11:28:00,Upper_Back,48.28,3.71,0.83,34.69,28.06,0.55,46.58,9.81,7,59.67,0
2026-08-01 11:29:00,Upper_Back,49.03,5.88,0.56,34.84,5.91,0.81,57.07,8.78,7,42.74,0
2026-08-01 11:30:00,Lower_Back,41.88,2.68,0.7,32.85,13.94,0.51,66.2,13.01,6,68.46,0
2026-08-01 11:31:00,Upper_Back,47.67,1.63,0.4,32.5,9.08,0.48,26.24,17.36,1,29.11,0
2026-08-01 11:32:00,Upper_Back,41.39,5.13,0.76,34.64,40.9,0.09,77.74,6.55,7,66.08,0
2026-08-01 11:33:00,Middle_Back,40.61,5.87,0.54,33.57,34.22,0.1,73.41,19.15,3,59.47,0
2026-08-01 11:34:00,Lower_Back,37.84,1.15,0.55,33.26,30.44,0.2,36.22,16.93,6,68.59,0
2026-08-01 11:35:00,Upper_Back,43.87,2.06,0.72,32.54,13.54,0.08,69.37,7.72,6,32.91,0
2026-08-01 11:36:00,Lower_Back,17.14,1.42,0.95,34.12,8.28,0.64,51.1,15.68,6,60.65,0
2026-08-01 11:37:00,Lower_Back,49.64,2.76,0.25,35.05,34.04,0.63,47.71,10.77,0,50.27,0
2026-08-01 11:38:00,Upper_Back,49.23,3.43,0.86,35.37,21.34,0.16,38.87,11.03,0,48.59,0
2026-08-01 11:39:00,Lower_Back,11.32,5.37,0.43,34.2,10.16,0.72,54.86,16.75,4,30.73,0
2026-08-01 11:40:00,Middle_Back,47.16,4.73,0.56,34.04,27.75,0.17,63.79,19.44,6,70.11,1
2026-08-01 11:41:00,Lower_Back,15.8,4.54,0.22,32.76,1.82,0.29,44.66,6.9,5,17.49,0
2026-08-01 11:42:00,Lower_Back,25.08,2.79,0.44,34.15,14.68,0.25,57.75,11.31,7,32.09,0
2026-08-01 11:43:00,Middle_Back,43.46,5.97,0.6,33.64,21.09,0.35,61.96,12.21,4,57.96,0
2026-08-01 11:44:00,Upper_Back,17.23,3.56,0.24,34.32,6.66,0.25,62.67,10.64,1,18.98,0
2026-08-01 11:45:00,Lower_Back,46.81,6.86,0.59,33.67,44.31,0.44,23.12,10.45,2,85.24,1
2026-08-01 11:46:00,Middle_Back,47.45,4.62,0.94,33.22,9.41,0.38,71.58,5.78,0,31.49,0
2026-08-01 11:47:00,Upper_Back,32.84,1.32,0.28,32.78,5.87,0.84,47.5,15.28,6,36.49,0
2026-08-01 11:48:00,Upper_Back,10.29,4.9,0.81,33.44,9.16,0.09,35.74,11.54,1,7.94,0
2026-08-01 11:49:00,Middle_Back,22.92,2.61,0.53,32.79,34.61,0.16,34.51,7.92,4,45.71,0
2026-08-01 11:50:00,Lower_Back,37.76,4.96,0.72,33.03,19.15,0.09,48.98,17.24,4,50.5,0
2026-08-01 11:51:00,Upper_Back,54.15,0.95,0.41,35.46,25.44,0.55,73.21,17.04,0,38.64,0
2026-08-01 11:52:00,Middle_Back,38.43,1.64,0.33,33.83,0.95,0.09,42.7,12.3,4,17.77,0
2026-08-01 11:53:00,Upper_Back,21.69,6.06,0.33,34.1,1.55,0.72,64.98,9.48,5,25.54,0
2026-08-01 11:54:00,Lower_Back,38.53,1.98,0.26,35.12,20.06,0.46,25.81,14.57,4,40.62,0
2026-08-01 11:55:00,Upper_Back,34.3,5.94,0.35,35.49,36.75,0.47,48.56,9.32,3,51.8,0
2026-08-01 11:56:00,Lower_Back,45.09,2.32,0.73,34.25,39.84,0.5,79.5,8.54,7,86.24,1
2026-08-01 11:57:00,Middle_Back,14.81,4.68,0.91,34.94,3.9,0.19,66.23,15.96,2,0.0,0
2026-08-01 11:58:00,Lower_Back,44.25,5.01,0.85,33.48,24.23,0.21,32.63,5.6,4,48.14,0
2026-08-01 11:59:00,Upper_Back,34.36,3.83,0.75,33.42,41.1,0.31,50.09,6.42,7,59.15,0
2026-08-01 12:00:00,Middle_Back,53.33,2.48,0.29,33.71,17.46,0.52,34.02,5.1,7,60.92,0
2026-08-01 12:01:00,Upper_Back,25.38,1.88,0.43,34.52,37.33,0.22,44.57,7.29,3,39.66,0
2026-08-01 12:02:00,Lower_Back,38.47,0.72,0.45,34.55,6.02,0.14,66.81,6.03,1,23.96,0
2026-08-01 12:03:00,Lower_Back,51.94,2.48,0.4,33.45,42.09,0.83,66.27,19.94,4,100.0,1
2026-08-01 12:04:00,Upper_Back,14.61,4.75,0.61,32.9,33.81,0.07,33.69,9.33,5,47.35,0
2026-08-01 12:05:00,Lower_Back,52.18,6.6,0.63,34.4,42.36,0.69,75.33,7.24,1,100.0,1
2026-08-01 12:06:00,Lower_Back,40.95,6.16,0.49,32.88,30.45,0.68,55.55,8.61,7,72.54,1
2026-08-01 12:07:00,Middle_Back,13.05,5.48,0.48,34.24,16.35,0.29,42.8,19.04,7,35.87,0
2026-08-01 12:08:00,Middle_Back,23.54,5.62,0.86,34.58,42.22,0.16,50.12,12.8,6,59.65,0
2026-08-01 12:09:00,Upper_Back,41.87,4.82,0.83,34.6,12.4,0.17,56.3,10.47,4,32.71,0
2026-08-01 12:10:00,Upper_Back,13.03,2.19,0.45,34.76,14.95,0.61,53.59,18.1,0,32.82,0
2026-08-01 12:11:00,Lower_Back,36.2,6.4,0.93,35.12,31.54,0.56,49.18,10.92,3,66.11,0
2026-08-01 12:12:00,Lower_Back,25.56,4.86,0.96,34.0,34.44,0.68,50.3,10.03,3,89.18,1
2026-08-01 12:13:00,Lower_Back,37.94,4.14,0.46,34.69,41.82,0.8,30.58,8.11,0,79.08,1
2026-08-01 12:14:00,Middle_Back,12.06,1.22,0.48,34.36,9.22,0.6,68.76,10.67,2,35.49,0
2026-08-01 12:15:00,Middle_Back,49.22,3.41,0.6,33.06,35.91,0.17,52.51,9.75,7,81.21,1
2026-08-01 12:16:00,Lower_Back,53.81,3.49,0.95,32.58,33.23,0.24,27.86,15.16,6,83.84,1
2026-08-01 12:17:00,Lower_Back,53.6,6.12,0.9,33.35,2.87,0.72,65.97,9.34,5,45.31,0
2026-08-01 12:18:00,Lower_Back,43.73,4.05,0.28,33.83,17.43,0.22,75.95,13.66,3,48.94,0
2026-08-01 12:19:00,Lower_Back,15.85,2.97,0.51,34.35,12.72,0.11,76.84,5.99,1,31.43,0
2026-08-01 12:20:00,Lower_Back,44.12,6.85,0.64,35.05,13.7,0.61,42.14,7.87,7,68.7,0
2026-08-01 12:21:00,Upper_Back,11.11,1.22,0.6,33.09,44.23,0.37,28.13,11.11,5,45.01,0
2026-08-01 12:22:00,Upper_Back,11.0,3.25,0.36,32.88,28.92,0.79,51.1,19.05,3,44.17,0
2026-08-01 12:23:00,Lower_Back,24.56,0.77,0.89,35.39,32.3,0.57,26.76,10.66,6,78.56,1
2026-08-01 12:24:00,Lower_Back,31.99,5.31,0.74,32.82,43.95,0.12,76.04,14.96,2,59.89,0
2026-08-01 12:25:00,Upper_Back,44.67,6.47,0.87,33.94,16.97,0.81,31.01,8.83,6,59.68,0
2026-08-01 12:26:00,Upper_Back,40.75,2.32,0.89,34.26,36.08,0.26,35.17,6.91,1,72.6,1
2026-08-01 12:27:00,Lower_Back,30.07,6.08,0.8,34.12,19.55,0.32,44.4,5.88,6,49.75,0
2026-08-01 12:28:00,Upper_Back,22.31,2.4,0.55,32.76,39.13,0.37,42.99,9.58,5,49.68,0
2026-08-01 12:29:00,Upper_Back,54.87,6.42,0.69,32.67,8.13,0.09,67.68,7.36,7,28.26,0
2026-08-01 12:30:00,Middle_Back,29.18,5.4,0.33,32.82,42.65,0.45,47.38,7.61,1,65.51,0
2026-08-01 12:31:00,Lower_Back,30.31,5.73,0.74,34.26,9.84,0.15,30.25,16.41,7,20.36,0
2026-08-01 12:32:00,Lower_Back,17.36,0.62,0.34,34.13,14.68,0.37,36.03,5.24,0,24.89,0
2026-08-01 12:33:00,Upper_Back,45.77,6.76,0.76,33.2,34.03,0.33,50.55,13.37,4,66.54,0
2026-08-01 12:34:00,Lower_Back,41.22,5.22,0.38,34.41,17.72,0.67,28.85,10.69,0,64.57,0
2026-08-01 12:35:00,Upper_Back,19.93,2.48,0.29,34.96,27.37,0.69,56.7,12.6,5,59.24,0
2026-08-01 12:36:00,Middle_Back,13.71,5.89,0.33,32.62,20.01,0.17,53.94,13.44,4,19.23,0
2026-08-01 12:37:00,Lower_Back,40.62,2.33,0.2,33.99,33.41,0.34,62.88,9.7,0,69.83,0
2026-08-01 12:38:00,Lower_Back,39.45,6.17,0.77,34.57,10.27,0.35,76.26,9.43,4,43.24,0
2026-08-01 12:39:00,Lower_Back,22.3,1.23,0.79,33.26,2.63,0.17,74.74,16.0,3,10.54,0
2026-08-01 12:40:00,Lower_Back,52.79,5.07,0.61,33.42,13.5,0.69,76.76,18.07,6,66.21,0
2026-08-01 12:41:00,Middle_Back,16.8,4.01,0.33,34.34,21.34,0.62,34.68,7.89,1,52.8,0
2026-08-01 12:42:00,Upper_Back,29.46,1.13,0.27,35.19,7.56,0.2,27.89,6.46,4,17.4,0
2026-08-01 12:43:00,Middle_Back,52.46,2.07,0.22,34.93,15.97,0.34,38.14,18.47,3,42.31,0
2026-08-01 12:44:00,Upper_Back,28.89,0.58,0.33,34.25,18.0,0.13,73.71,10.25,6,48.1,0
2026-08-01 12:45:00,Upper_Back,38.73,3.55,0.91,34.69,2.58,0.55,78.32,13.27,6,26.95,0
2026-08-01 12:46:00,Lower_Back,27.89,2.46,0.39,33.59,26.25,0.15,71.56,10.39,2,30.6,0
2026-08-01 12:47:00,Middle_Back,22.34,4.39,0.48,34.42,39.8,0.84,26.6,6.89,7,60.04,0
2026-08-01 12:48:00,Lower_Back,54.28,2.43,0.28,33.9,6.83,0.67,76.85,13.84,0,53.76,0
2026-08-01 12:49:00,Lower_Back,28.42,2.45,0.38,33.07,26.9,0.36,45.4,12.88,2,50.55,0
